open,high,low,close,volume,symbol
128.425,135.96001,128.425,134.78999,13176800.0,SHOP
122.245,130.25,121.502,129.64999,11458200.0,SHOP
114.945,122.029999,112.448,121.87,12717600.0,SHOP
115.8,120.24,114.37,119.38,8337000.0,SHOP
123.475,123.925,118.56,120.73,10032800.0,SHOP
121.49,126.0,120.75,125.94,12059600.0,SHOP
117.955,123.77,117.64,120.31,10218200.0,SHOP
117.0,120.28,115.7,116.93,11262500.0,SHOP
123.935,124.4,115.88,117.28,12764100.0,SHOP
122.26,131.0099945,120.736,126.2,14668900.0,SHOP
120.13,124.65,119.62,123.8,12465200.0,SHOP
113.010002,124.73,112.49,121.64,18690000.0,SHOP
112.5,116.63,110.91,113.54,14655600.0,SHOP
110.21,113.39,107.43,112.7,18849900.0,SHOP
120.69,121.0,104.92,110.66,36841700.0,SHOP
138.89999,139.10001,109.6,118.71,53300400.0,SHOP
122.69,128.82401,122.69,127.24,26855400.0,SHOP
112.665,120.080002,110.88,118.4,14092800.0,SHOP
